epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
45,265.619,0.52397,0.83919,0.87563,0.92458,0.95355,0.94098,0.799,0.99499,0.78042,1.17841,0.00051304,0.00051304,0.00051304
46,271.352,0.58962,0.83309,0.91764,0.89444,0.94805,0.93291,0.78255,0.95215,0.81673,1.14761,0.00050404,0.00050404,0.00050404
47,277.081,0.55613,0.83086,0.89969,0.90194,0.95328,0.95143,0.8039,0.92486,0.77263,1.13695,0.000495041,0.000495041,0.000495041
48,282.659,0.57226,0.79184,0.89181,0.89342,0.96589,0.95575,0.80709,0.88867,0.71165,1.12859,0.000486042,0.000486042,0.000486042
49,288.245,0.56545,0.8054,0.89693,0.8308,0.97071,0.95099,0.78442,0.92283,0.78416,1.13618,0.000477043,0.000477043,0.000477043
50,293.847,0.52359,0.77738,0.88578,0.8991,0.94485,0.95898,0.82388,0.87894,0.72633,1.11678,0.000468044,0.000468044,0.000468044
51,299.336,0.49854,0.76809,0.8407,0.89234,0.99944,0.94017,0.8054,0.85857,0.73616,1.10863,0.000459045,0.000459045,0.000459045
52,305.048,0.5673,0.81144,0.88823,0.89466,0.98469,0.94098,0.80945,0.87939,0.73916,1.12925,0.000450046,0.000450046,0.000450046
53,310.546,0.51584,0.74782,0.88141,0.88499,0.97088,0.94098,0.79914,0.91419,0.78402,1.14026,0.000441047,0.000441047,0.000441047
54,316.168,0.56103,0.77732,0.8878,0.89678,0.96432,0.94098,0.80369,0.92442,0.7241,1.12521,0.000432048,0.000432048,0.000432048
55,321.829,0.55827,0.75645,0.87903,0.90836,0.96419,0.94098,0.80212,0.95603,0.68909,1.11521,0.000423049,0.000423049,0.000423049
56,327.558,0.50365,0.75212,0.86549,0.90699,0.98968,0.94098,0.79943,0.9166,0.69459,1.08519,0.000414049,0.000414049,0.000414049
57,333.25,0.5368,0.73289,0.90337,0.90061,0.98141,0.94036,0.795,0.88161,0.67172,1.06888,0.00040505,0.00040505,0.00040505
58,338.884,0.53413,0.74449,0.86342,0.89166,0.97535,0.97224,0.83453,0.87477,0.65552,1.06626,0.000396051,0.000396051,0.000396051
59,344.539,0.53303,0.72489,0.86323,0.91229,0.9819,0.98119,0.83666,0.90697,0.62614,1.08488,0.000387052,0.000387052,0.000387052
60,350.302,0.51008,0.74378,0.86223,0.89568,0.99067,0.98119,0.8303,0.87938,0.61016,1.07642,0.000378053,0.000378053,0.000378053
61,355.932,0.51041,0.71507,0.86408,0.85013,0.99499,0.94191,0.80677,0.85177,0.6474,1.0855,0.000369054,0.000369054,0.000369054
62,361.688,0.48034,0.67044,0.86649,0.87248,0.96766,0.94036,0.80262,0.86117,0.69111,1.07829,0.000360055,0.000360055,0.000360055
63,367.36,0.50246,0.75316,0.87898,0.85862,0.99307,0.9356,0.79861,0.84418,0.65134,1.0859,0.000351056,0.000351056,0.000351056
64,373.054,0.51603,0.69343,0.87595,0.89443,0.9817,0.94036,0.80227,0.86024,0.62967,1.10105,0.000342057,0.000342057,0.000342057
65,378.67,0.49464,0.63177,0.87058,0.89266,0.98331,0.94017,0.79911,0.85224,0.64182,1.1117,0.000333058,0.000333058,0.000333058
66,384.218,0.45868,0.70192,0.85251,0.88634,0.99977,0.93459,0.78586,0.82333,0.70373,1.09482,0.000324058,0.000324058,0.000324058
67,389.825,0.47464,0.62123,0.86599,0.86388,0.95634,0.93459,0.79483,0.85754,0.69247,1.1376,0.000315059,0.000315059,0.000315059
68,395.478,0.45352,0.624,0.85021,0.89705,0.94463,0.9498,0.8043,0.89352,0.66731,1.13815,0.00030606,0.00030606,0.00030606
69,401.057,0.47757,0.65844,0.85857,0.89724,0.96506,0.93935,0.78933,0.88559,0.65626,1.14032,0.000297061,0.000297061,0.000297061
70,406.6,0.48625,0.63105,0.90003,0.91552,0.96789,0.93864,0.79677,0.88481,0.64913,1.14309,0.000288062,0.000288062,0.000288062
71,412.11,0.47287,0.63917,0.87847,0.86538,0.98242,0.93387,0.79837,0.88083,0.68632,1.1484,0.000279063,0.000279063,0.000279063
72,417.769,0.46272,0.64476,0.85922,0.92003,0.96607,0.94017,0.79975,0.85296,0.67885,1.14445,0.000270064,0.000270064,0.000270064
73,423.448,0.51055,0.63817,0.85975,0.84353,0.99491,0.93384,0.78876,0.85541,0.65156,1.15666,0.000261065,0.000261065,0.000261065
74,429.043,0.49033,0.59056,0.85146,0.8894,0.95095,0.93384,0.78873,0.86598,0.63798,1.16047,0.000252066,0.000252066,0.000252066
75,434.733,0.46973,0.6031,0.85883,0.8965,0.95217,0.93384,0.79654,0.86635,0.63646,1.14581,0.000243067,0.000243067,0.000243067
76,440.403,0.45399,0.59433,0.8478,0.89778,0.94944,0.93384,0.79772,0.85003,0.64618,1.10664,0.000234068,0.000234068,0.000234068
77,446.011,0.46137,0.64963,0.84821,0.88026,0.95069,0.93384,0.79453,0.84769,0.63419,1.08983,0.000225068,0.000225068,0.000225068
78,451.764,0.44899,0.61431,0.86633,0.82211,1,0.92908,0.78899,0.85151,0.61871,1.07948,0.000216069,0.000216069,0.000216069
79,457.446,0.45345,0.59875,0.85885,0.89164,0.99133,0.94098,0.80346,0.83946,0.60343,1.08817,0.00020707,0.00020707,0.00020707
80,463.19,0.44491,0.59595,0.85669,0.91434,0.94525,0.94036,0.80763,0.86267,0.60952,1.12717,0.000198071,0.000198071,0.000198071
81,469.026,0.45429,0.58574,0.84958,0.87123,0.98219,0.94036,0.8105,0.87453,0.62198,1.14299,0.000189072,0.000189072,0.000189072
82,474.608,0.46007,0.60895,0.8541,0.91546,0.93479,0.94036,0.80131,0.87651,0.63033,1.14393,0.000180073,0.000180073,0.000180073
83,480.455,0.51184,0.70012,0.8816,0.91701,0.94179,0.94098,0.80623,0.87772,0.6401,1.13361,0.000171074,0.000171074,0.000171074
84,486.222,0.47883,0.59897,0.84486,0.90573,0.97306,0.94098,0.81526,0.87168,0.66967,1.12699,0.000162075,0.000162075,0.000162075
85,492.025,0.43632,0.59927,0.8639,0.90955,0.96859,0.94098,0.82151,0.87693,0.68947,1.13656,0.000153076,0.000153076,0.000153076
86,497.649,0.4368,0.58684,0.84877,0.90941,0.96089,0.94098,0.80454,0.88397,0.67535,1.13972,0.000144077,0.000144077,0.000144077
87,503.168,0.50739,0.61516,0.87674,0.91211,0.96081,0.94098,0.80709,0.88377,0.64767,1.14916,0.000135077,0.000135077,0.000135077
88,508.848,0.44448,0.5906,0.84789,0.90317,0.93568,0.93384,0.79447,0.878,0.63806,1.15824,0.000126078,0.000126078,0.000126078
89,514.377,0.43131,0.66093,0.85923,0.89661,0.93488,0.93384,0.77836,0.87742,0.6472,1.16085,0.000117079,0.000117079,0.000117079
90,520.041,0.40213,0.56337,0.85042,0.89203,0.93757,0.93384,0.78739,0.87184,0.64366,1.15089,0.00010808,0.00010808,0.00010808
91,525.58,0.43713,0.60429,0.82615,0.89431,0.93258,0.93322,0.7868,0.87644,0.65423,1.14376,9.9081e-05,9.9081e-05,9.9081e-05
92,530.983,0.3816,0.58763,0.81926,0.89045,0.93561,0.93322,0.79032,0.89224,0.64857,1.1591,9.00819e-05,9.00819e-05,9.00819e-05
93,536.468,0.39846,0.6168,0.81254,0.89326,0.93278,0.93322,0.78524,0.89849,0.63514,1.16284,8.10828e-05,8.10828e-05,8.10828e-05
94,541.965,0.41018,0.60013,0.80426,0.91284,0.94028,0.94036,0.79566,0.8962,0.63098,1.15685,7.20837e-05,7.20837e-05,7.20837e-05
95,547.414,0.39457,0.58085,0.81909,0.89571,0.97213,0.94036,0.78473,0.89404,0.63301,1.15946,6.30846e-05,6.30846e-05,6.30846e-05
96,552.957,0.37461,0.56577,0.82592,0.8952,0.97392,0.94036,0.79452,0.88688,0.6244,1.16097,5.40855e-05,5.40855e-05,5.40855e-05
97,558.522,0.41075,0.5719,0.80923,0.89469,0.97075,0.94036,0.80761,0.88778,0.63195,1.1639,4.50864e-05,4.50864e-05,4.50864e-05
98,563.978,0.36528,0.57082,0.80112,0.89632,0.96589,0.94036,0.80944,0.88569,0.63418,1.16554,3.60873e-05,3.60873e-05,3.60873e-05
99,569.383,0.37837,0.56839,0.8046,0.89589,0.96516,0.94036,0.80254,0.88092,0.63379,1.1663,2.70882e-05,2.70882e-05,2.70882e-05
100,575.042,0.37544,0.56072,0.81452,0.89708,0.96333,0.94036,0.80363,0.87555,0.63428,1.1622,1.80891e-05,1.80891e-05,1.80891e-05
